Outlet_ID,Year,Month,Distributor_ID,SKU_ID,Volume_Liters,Total_Bill_Value,__reject_reason__,__source_dataset__
OUT_14714,2023,6,DIST_NW_02,SKU_06,-125.07821515573052,-10506.521041723588,non_positive_volume,transactions
OUT_00190,2024,9,DIST_W_03,SKU_10,-19.206957087864,-7091.799789474627,non_positive_volume,transactions
OUT_01624,2024,9,DIST_W_01,SKU_02,-174.7790421844671,-44277.3742153202,non_positive_volume,transactions
OUT_12949,2024,2,DIST_C_03,SKU_06,-260.4099678736558,-21874.39181875804,non_positive_volume,transactions
OUT_06255,2024,4,DIST_W_03,SKU_04,-31.52772788165861,-10246.51481571226,non_positive_volume,transactions
OUT_07547,2025,2,DIST_W_01,SKU_10,-7.531757330918073,-2780.9860966186,non_positive_volume,transactions
OUT_10370,2025,11,DIST_C_03,SKU_02,-32.81299259815745,-8312.636635618795,non_positive_volume,transactions
OUT_04414,2023,2,DIST_W_01,SKU_05,-59.659773932728285,-5369.377776575731,non_positive_volume,transactions
OUT_00539,2024,3,DIST_W_01,SKU_01,-30.731703416715437,-9219.51577307306,non_positive_volume,transactions
OUT_09521,2025,8,DIST_C_03,SKU_03,-7.087186650320411,-2480.4827247558583,non_positive_volume,transactions
OUT_06406,2025,12,DIST_W_02,SKU_08,-39.685437985158266,-17461.580119544436,non_positive_volume,transactions
OUT_01771,2025,2,DIST_W_01,SKU_02,-17.175193990593584,-4351.009806351006,non_positive_volume,transactions
OUT_04666,2025,3,DIST_W_03,SKU_01,-4.827936377453425,-1689.7438014983352,non_positive_volume,transactions
OUT_01848,2024,8,DIST_W_03,SKU_05,-19.62226668711178,-1765.9825119229731,non_positive_volume,transactions
OUT_02063,2024,12,DIST_W_01,SKU_04,-7.187428347103488,-2335.9426789654667,non_positive_volume,transactions
OUT_09070,2023,3,DIST_C_03,SKU_08,-30.2580036007475,-13313.503864145052,non_positive_volume,transactions
OUT_19355,2023,6,DIST_S_02,SKU_07,-37.56295234038616,-24415.896944605967,non_positive_volume,transactions
OUT_08614,2024,1,DIST_W_02,SKU_03,-46.28722235707411,-16200.491913176184,non_positive_volume,transactions
OUT_18611,2024,7,DIST_S_01,SKU_09,-5.325499412876281,-11716.073008904212,non_positive_volume,transactions
OUT_12141,2023,4,DIST_C_03,SKU_06,-956.4407948464004,-80340.98387213303,non_positive_volume,transactions
OUT_04558,2023,7,DIST_W_02,SKU_09,-6.761554449093515,-14875.408226374757,non_positive_volume,transactions
OUT_19481,2023,3,DIST_S_02,SKU_06,-121.8119035957098,-10232.232709122887,non_positive_volume,transactions
OUT_19758,2024,11,DIST_S_01,SKU_07,-23.049015554472938,-14981.81122085518,non_positive_volume,transactions
OUT_15415,2025,10,DIST_NW_01,SKU_09,-32.28777453676793,-71033.13241735351,non_positive_volume,transactions
OUT_05156,2025,4,DIST_W_03,SKU_08,-80.47538257271098,-35409.20360178276,non_positive_volume,transactions
OUT_09983,2025,9,DIST_C_03,SKU_03,-4.675247651829805,-1636.3051632974268,non_positive_volume,transactions
OUT_07266,2024,2,DIST_W_02,SKU_08,-28.978518237874283,-12750.571583884926,non_positive_volume,transactions
OUT_06979,2025,6,DIST_W_02,SKU_03,-3.3620773878783816,-1176.7467260612816,non_positive_volume,transactions
OUT_12393,2024,12,DIST_C_01,SKU_04,-14.974393842342716,-4866.674128869764,non_positive_volume,transactions
OUT_13414,2024,10,DIST_NW_01,SKU_05,-67.19631537886038,-6047.710533986899,non_positive_volume,transactions
OUT_05971,2023,2,DIST_W_02,SKU_10,-8.00868098460267,-2957.0178935981926,non_positive_volume,transactions
OUT_05692,2025,3,DIST_W_01,SKU_02,-92.40738408155885,-23409.865181868656,non_positive_volume,transactions
OUT_02459,2023,10,DIST_W_02,SKU_05,-127.19043888552706,-11447.160229444771,non_positive_volume,transactions
OUT_02874,2024,10,DIST_W_02,SKU_09,-6.0357703453777365,-13278.729479896623,non_positive_volume,transactions
OUT_00324,2023,10,DIST_W_01,SKU_09,-14.078498274810686,-30972.671001640607,non_positive_volume,transactions
OUT_17457,2025,4,DIST_S_01,SKU_09,-20.130382648129867,-44286.847114331125,non_positive_volume,transactions
OUT_00751,2025,12,DIST_W_01,SKU_01,0.0,143.93856584768102,non_positive_volume,transactions
OUT_08300,2025,12,DIST_W_01,SKU_08,-15.58482295771173,-6857.304085744562,non_positive_volume,transactions
OUT_17868,2023,3,DIST_S_02,SKU_07,-11.055094831269631,-7185.79154533987,non_positive_volume,transactions
OUT_17476,2025,10,DIST_S_01,SKU_10,-7.784892347409242,-2874.396839447272,non_positive_volume,transactions
OUT_09053,2023,2,DIST_C_03,SKU_07,-24.623595819296128,-16005.357431501749,non_positive_volume,transactions
OUT_13991,2024,3,DIST_NW_02,SKU_03,-8.886566351458212,-3110.288668306664,non_positive_volume,transactions
OUT_10544,2024,2,DIST_C_02,SKU_03,-10.077604573002176,-3527.1508554481397,non_positive_volume,transactions
OUT_12941,2023,9,DIST_C_03,SKU_08,-31.474687165534775,-13848.860141911273,non_positive_volume,transactions
OUT_09635,2025,2,DIST_C_01,SKU_08,-12.997413309562326,-5718.905903097154,non_positive_volume,transactions
OUT_19954,2024,12,DIST_S_01,SKU_02,-113.00473181936071,-28627.901999856334,non_positive_volume,transactions
OUT_11198,2025,3,DIST_C_01,SKU_06,-117.0250283572201,-9830.129908699786,non_positive_volume,transactions
OUT_04121,2024,5,DIST_W_01,SKU_07,-13.813226498275425,-8978.610087091656,non_positive_volume,transactions
OUT_17334,2024,2,DIST_S_02,SKU_10,-28.008422070909823,-10341.554924075705,non_positive_volume,transactions
OUT_06006,2024,8,DIST_W_01,SKU_01,-11.37815870858309,-3413.4790962079137,non_positive_volume,transactions
OUT_06699,2023,11,DIST_W_02,SKU_07,-125.84356564093422,-81798.301304104,non_positive_volume,transactions
OUT_13917,2025,7,DIST_NW_01,SKU_06,-125.211740706518,-10517.770070940389,non_positive_volume,transactions
OUT_08869,2023,5,DIST_W_03,SKU_10,0.0,133.0018142576226,non_positive_volume,transactions
OUT_16088,2024,1,DIST_NW_02,SKU_10,-21.934942811180985,-8099.013094077493,non_positive_volume,transactions
OUT_00320,2024,2,DIST_W_02,SKU_09,-15.539112942179234,-34186.00972642955,non_positive_volume,transactions
OUT_16424,2025,3,DIST_NW_02,SKU_08,-33.29892628268008,-14651.561677997272,non_positive_volume,transactions
OUT_10326,2025,11,DIST_C_01,SKU_08,-5.8995563576778185,-2595.7910807045528,non_positive_volume,transactions
OUT_14392,2023,3,DIST_NW_01,SKU_06,-59.90186130148509,-5031.776267789966,non_positive_volume,transactions
OUT_09158,2025,9,DIST_C_01,SKU_05,-20.1800577559256,-1816.2409055696453,non_positive_volume,transactions
OUT_14615,2025,10,DIST_NW_02,SKU_09,-27.7828497868602,-61122.31569344634,non_positive_volume,transactions
OUT_00122,2025,7,DIST_W_01,SKU_07,-62.78657143396303,-40811.259381548334,non_positive_volume,transactions
OUT_11560,2024,7,DIST_C_02,SKU_08,-9.460005558903784,-4162.369750262345,non_positive_volume,transactions
OUT_07765,2024,6,DIST_W_01,SKU_04,-32.62657863770669,-10603.679695110006,non_positive_volume,transactions
OUT_15673,2023,1,DIST_NW_01,SKU_02,-89.12663789019025,-22578.745337798417,non_positive_volume,transactions
OUT_15659,2025,1,DIST_NW_01,SKU_04,-9.4123536952341,-3058.995170908041,non_positive_volume,transactions
OUT_15202,2024,8,DIST_NW_01,SKU_09,-15.59750200157845,-34314.48417522416,non_positive_volume,transactions
OUT_14839,2025,2,DIST_NW_01,SKU_04,-9.260931337928326,-3009.847032181406,non_positive_volume,transactions
OUT_11628,2025,1,DIST_C_01,SKU_05,-21.53396586636263,-1938.0554608030304,non_positive_volume,transactions
OUT_03287,2023,2,DIST_W_02,SKU_05,-110.14027822435392,-9912.579186978775,non_positive_volume,transactions
OUT_13505,2025,7,DIST_NW_02,SKU_03,-24.468238229047063,-8563.896869603324,non_positive_volume,transactions
OUT_07819,2025,9,DIST_W_03,SKU_07,-26.925879929680494,-17501.858223782347,non_positive_volume,transactions
OUT_06030,2024,11,DIST_W_02,SKU_06,-536.071575097033,-45030.03576531274,non_positive_volume,transactions
OUT_17587,2025,5,DIST_S_02,SKU_03,-6.229612179296666,-2180.3422649595955,non_positive_volume,transactions
OUT_16992,2025,2,DIST_NW_02,SKU_09,-3.2735875695168084,-7201.912189870262,non_positive_volume,transactions
OUT_01412,2024,9,DIST_W_03,SKU_03,-9.173450435981165,-3210.750451694716,non_positive_volume,transactions
OUT_16559,2025,8,DIST_NW_01,SKU_08,-12.177099937756031,-5357.908794735888,non_positive_volume,transactions
OUT_13762,2023,2,DIST_NW_02,SKU_02,-87.0218140092046,-22045.532705422,non_positive_volume,transactions
OUT_00186,2023,10,DIST_W_03,SKU_10,-20.447777928720114,-7549.964163373273,non_positive_volume,transactions
OUT_18682,2024,7,DIST_S_01,SKU_10,-33.50106625392469,-12369.590474266191,non_positive_volume,transactions
OUT_16868,2023,7,DIST_NW_02,SKU_03,-24.14801839637778,-8451.786862531691,non_positive_volume,transactions
OUT_02895,2024,10,DIST_W_01,SKU_01,-24.87642690246118,-7462.928565501145,non_positive_volume,transactions
OUT_16839,2023,6,DIST_NW_02,SKU_03,-9.5088053255915,-3328.12210712082,non_positive_volume,transactions
OUT_09937,2025,7,DIST_C_03,SKU_02,-78.59151742461812,-19909.883279680547,non_positive_volume,transactions
OUT_01835,2024,4,DIST_W_01,SKU_01,-39.53403055411301,-11860.177181488303,non_positive_volume,transactions
OUT_14371,2023,4,DIST_NW_01,SKU_05,-19.17153644836218,-1725.4552252112078,non_positive_volume,transactions
OUT_15518,2025,8,DIST_NW_01,SKU_05,-26.173195589249683,-2355.5954069577383,non_positive_volume,transactions
OUT_10948,2024,10,DIST_C_01,SKU_02,-20.53234982353729,-5201.564499709365,non_positive_volume,transactions
OUT_01520,2024,1,DIST_W_03,SKU_08,-34.41073450164412,-15140.753560972364,non_positive_volume,transactions
OUT_15313,2024,8,DIST_NW_01,SKU_02,-39.06547935444311,-9896.633760870429,non_positive_volume,transactions
OUT_16901,2023,7,DIST_NW_02,SKU_04,-5.105383556281296,-1659.282619771522,non_positive_volume,transactions
OUT_03213,2024,3,DIST_W_01,SKU_05,-22.322350015554854,-2008.984625654981,non_positive_volume,transactions
OUT_12569,2023,8,DIST_C_01,SKU_01,-40.79881562465782,-12239.652064902006,non_positive_volume,transactions
OUT_01691,2023,12,DIST_W_03,SKU_05,-195.64206163449717,-17607.817593780645,non_positive_volume,transactions
OUT_13255,2025,2,DIST_NW_01,SKU_05,-12.614073979137276,-1135.2528434499795,non_positive_volume,transactions
OUT_12206,2025,5,DIST_C_02,SKU_03,-53.36627609801244,-18678.24468176791,non_positive_volume,transactions
OUT_14337,2024,12,DIST_NW_01,SKU_06,-906.6664145945896,-76159.98264035601,non_positive_volume,transactions
OUT_02586,2023,3,DIST_W_01,SKU_08,-48.78208518852949,-21464.102133168544,non_positive_volume,transactions
OUT_14056,2023,1,DIST_NW_02,SKU_06,-125.36704804791884,-10530.874018618111,non_positive_volume,transactions
OUT_01698,2024,5,DIST_W_02,SKU_10,-2.5182891114180803,-929.811093689898,non_positive_volume,transactions
OUT_10157,2023,4,DIST_C_03,SKU_10,-31.4924625164386,-11627.968867926931,non_positive_volume,transactions
OUT_13755,2025,8,DIST_NW_01,SKU_06,-113.74421786682252,-9554.49937430518,non_positive_volume,transactions
OUT_13533,2023,5,DIST_NW_01,SKU_02,-33.502626673825084,-8487.34794566861,non_positive_volume,transactions
OUT_15607,2023,9,DIST_NW_02,SKU_10,-21.72568743183932,-8021.78257842772,non_positive_volume,transactions
OUT_02778,2024,9,DIST_W_01,SKU_09,-2.9783626975183024,-6552.352359138657,non_positive_volume,transactions
OUT_16994,2025,1,DIST_NW_02,SKU_05,-25.28714405983865,-2275.867833069772,non_positive_volume,transactions
OUT_05813,2023,3,DIST_W_01,SKU_08,-27.44059678139704,-12073.819514632964,non_positive_volume,transactions
OUT_19131,2025,8,DIST_S_01,SKU_01,-12.100489985875337,-3630.1067281145,non_positive_volume,transactions
OUT_02842,2025,9,DIST_W_01,SKU_06,-94.03746179505114,-7899.104511135714,non_positive_volume,transactions
OUT_11103,2025,6,DIST_C_02,SKU_07,-12.706596071050845,-8259.337057286937,non_positive_volume,transactions
OUT_09982,2025,8,DIST_C_03,SKU_09,-43.910318586135965,-96602.73078269589,non_positive_volume,transactions
OUT_01768,2024,12,DIST_W_03,SKU_01,-17.15781183855595,-5147.34326032813,non_positive_volume,transactions
OUT_01608,2024,4,DIST_W_01,SKU_03,-7.088726130060531,-2481.094036810536,non_positive_volume,transactions
OUT_05259,2023,1,DIST_W_03,SKU_08,-28.96093805981158,-12742.825568101816,non_positive_volume,transactions
OUT_14203,2025,5,DIST_NW_01,SKU_01,-11.765416764006863,-3529.588808074091,non_positive_volume,transactions
OUT_00228,2025,3,DIST_W_03,SKU_04,-22.435302303178645,-7291.481025582288,non_positive_volume,transactions
OUT_09914,2024,8,DIST_C_02,SKU_08,-42.94998385638416,-18898.007899469198,non_positive_volume,transactions
OUT_00269,2024,4,DIST_W_03,SKU_02,-104.27114184060244,-26415.37096650089,non_positive_volume,transactions
OUT_10804,2024,3,DIST_C_03,SKU_10,-32.56962114432857,-12025.663519477408,non_positive_volume,transactions
OUT_09007,2025,10,DIST_C_03,SKU_10,-40.20445703542061,-14844.740411641767,non_positive_volume,transactions
OUT_03723,2025,12,DIST_W_03,SKU_10,-24.56187272474779,-9068.999816998376,non_positive_volume,transactions
OUT_06687,2025,10,DIST_W_03,SKU_04,-5.268579949414746,-1712.3241970760923,non_positive_volume,transactions
OUT_18237,2023,12,DIST_S_01,SKU_08,-9.94845911065901,-4377.298458210374,non_positive_volume,transactions
OUT_08523,2024,9,DIST_W_02,SKU_02,-36.946153796691526,-9359.675835422082,non_positive_volume,transactions
OUT_14085,2024,4,DIST_NW_01,SKU_04,-14.206054976210282,-4616.970637758772,non_positive_volume,transactions
OUT_01859,2025,1,DIST_W_01,SKU_09,-3.0418031574510134,-6691.925857269684,non_positive_volume,transactions
OUT_16362,2024,2,DIST_NW_02,SKU_07,-60.63713713421872,-39414.14359672066,non_positive_volume,transactions
OUT_17507,2024,12,DIST_S_01,SKU_03,-6.494134107818258,-2272.900400153212,non_positive_volume,transactions
OUT_00364,2024,9,DIST_W_03,SKU_07,-58.65967619373682,-38128.79926291011,non_positive_volume,transactions
OUT_06588,2024,12,DIST_W_01,SKU_04,-7.20935878975439,-2343.012077577164,non_positive_volume,transactions
OUT_08716,2025,10,DIST_W_03,SKU_02,-176.26197730818072,-44652.99480044344,non_positive_volume,transactions
OUT_02228,2024,11,DIST_W_01,SKU_03,-9.576223045822294,-3351.6743118049144,non_positive_volume,transactions
OUT_05757,2024,8,DIST_W_03,SKU_04,-44.76498567671303,-14548.653311047809,non_positive_volume,transactions
OUT_15786,2024,9,DIST_NW_01,SKU_04,-5.28523251677677,-1717.701845478211,non_positive_volume,transactions
OUT_07919,2025,6,DIST_W_02,SKU_10,-2.990461693078648,-1104.212397632134,non_positive_volume,transactions
OUT_05622,2023,1,DIST_W_03,SKU_01,-6.497819856983876,-1949.3476114101145,non_positive_volume,transactions
OUT_04090,2023,9,DIST_W_02,SKU_10,-7.317939934603603,-2701.9954985233653,non_positive_volume,transactions
OUT_01288,2024,7,DIST_W_03,SKU_01,-29.02120122712891,-8706.380508986007,non_positive_volume,transactions
OUT_17645,2025,4,DIST_S_02,SKU_04,-14.136570374574887,-4594.428110097316,non_positive_volume,transactions
OUT_10088,2023,11,DIST_C_02,SKU_08,-30.229844352458272,-13301.150714051262,non_positive_volume,transactions
OUT_18998,2024,9,DIST_S_02,SKU_08,-33.43794098945292,-14712.663299366772,non_positive_volume,transactions
OUT_15892,2025,8,DIST_NW_01,SKU_07,-9.773318844028111,-6352.685586014123,non_positive_volume,transactions
OUT_10050,2023,9,DIST_C_01,SKU_03,-4.430339364541488,-1550.603040256632,non_positive_volume,transactions
OUT_02407,2025,8,DIST_W_02,SKU_10,-8.301701999728902,-3065.2554137048974,non_positive_volume,transactions
OUT_09743,2025,12,DIST_C_02,SKU_06,-96.40675129093796,-8098.167003027626,non_positive_volume,transactions
OUT_08655,2025,10,DIST_W_02,SKU_08,-11.601770457189922,-5104.771344703264,non_positive_volume,transactions
OUT_10235,2024,11,DIST_C_01,SKU_04,-20.328945865119792,-6606.946618979105,non_positive_volume,transactions
OUT_12592,2024,3,DIST_C_03,SKU_09,-33.54904334274938,-73807.93596549405,non_positive_volume,transactions
OUT_10441,2023,10,DIST_C_03,SKU_06,-118.4604827058058,-9950.65922644454,non_positive_volume,transactions
OUT_00378,2023,3,DIST_W_02,SKU_01,-31.69043671720196,-9507.103567367489,non_positive_volume,transactions
OUT_11733,2023,11,DIST_C_02,SKU_06,-351.9769424825094,-29566.054869926804,non_positive_volume,transactions
OUT_19121,2023,11,DIST_S_02,SKU_03,-53.2622882514126,-18641.829500862103,non_positive_volume,transactions
OUT_19819,2023,6,DIST_S_01,SKU_05,-8.783322710797394,-790.4789115720951,non_positive_volume,transactions
OUT_15778,2025,7,DIST_NW_02,SKU_10,-7.610738598878608,-2810.111868806571,non_positive_volume,transactions
OUT_14271,2025,11,DIST_NW_01,SKU_02,-34.881530172394974,-8836.620315407054,non_positive_volume,transactions
OUT_05281,2025,12,DIST_W_03,SKU_04,-14.154356532527396,-4600.185392220687,non_positive_volume,transactions
OUT_12036,2024,8,DIST_C_02,SKU_03,-36.12167325915248,-12642.562299655772,non_positive_volume,transactions
OUT_01295,2023,1,DIST_W_03,SKU_08,-12.542277103339767,-5518.643877262771,non_positive_volume,transactions
OUT_14610,2025,11,DIST_NW_01,SKU_05,-9.823747538226137,-884.1273826473147,non_positive_volume,transactions
OUT_17931,2024,10,DIST_S_01,SKU_09,-2.84041571076147,-6248.905607057549,non_positive_volume,transactions
OUT_07106,2025,3,DIST_W_03,SKU_06,-67.52517549233475,-5672.094761443264,non_positive_volume,transactions
OUT_06342,2024,1,DIST_W_01,SKU_04,-9.033338176177784,-2935.840956927548,non_positive_volume,transactions
OUT_18986,2024,12,DIST_S_02,SKU_03,-36.600317155439285,-12810.110984730583,non_positive_volume,transactions
OUT_12271,2024,12,DIST_C_02,SKU_08,-7.934611538855325,-3491.239650381593,non_positive_volume,transactions
OUT_11788,2025,2,DIST_C_01,SKU_10,-35.80037269570377,-13218.589981655738,non_positive_volume,transactions
OUT_13998,2023,9,DIST_NW_01,SKU_09,-33.42261347559167,-73529.71832147666,non_positive_volume,transactions
OUT_17654,2024,9,DIST_S_02,SKU_04,-8.842918230650099,-2873.99179739484,non_positive_volume,transactions
OUT_18075,2024,1,DIST_S_01,SKU_03,-14.308417038822876,-5007.92819004654,non_positive_volume,transactions
OUT_04194,2023,12,DIST_W_01,SKU_01,-39.15979018352368,-11747.942048352956,non_positive_volume,transactions
OUT_16128,2023,4,DIST_NW_02,SKU_05,-34.23321049047848,-3080.990924864595,non_positive_volume,transactions
OUT_11662,2023,5,DIST_C_02,SKU_06,-315.86436495487465,-26532.594300874112,non_positive_volume,transactions
OUT_12815,2023,4,DIST_C_02,SKU_04,-30.29985785013749,-9847.432000518784,non_positive_volume,transactions
OUT_00941,2023,11,DIST_W_01,SKU_03,-10.37299825945578,-3630.5633172045,non_positive_volume,transactions
OUT_16605,2024,7,DIST_NW_02,SKU_06,-613.8357892056359,-51562.2108847112,non_positive_volume,transactions
OUT_08387,2023,10,DIST_W_03,SKU_06,-112.31157336995554,-9434.138356868529,non_positive_volume,transactions
OUT_00673,2023,8,DIST_W_01,SKU_06,-128.63046460495326,-10804.96499374495,non_positive_volume,transactions
OUT_19589,2024,12,DIST_S_01,SKU_08,-17.03535616766593,-7495.599116099196,non_positive_volume,transactions
OUT_12935,2023,7,DIST_C_01,SKU_09,-14.77422435039647,-32503.310773542955,non_positive_volume,transactions
OUT_19092,2024,12,DIST_S_01,SKU_02,-115.0589020700852,-29148.22571877176,non_positive_volume,transactions
OUT_11087,2025,4,DIST_C_02,SKU_07,-19.084489340028725,-12404.8943692559,non_positive_volume,transactions
OUT_14086,2024,6,DIST_NW_01,SKU_04,-26.088489346297145,-8478.784472843658,non_positive_volume,transactions
